neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
,40.71266407981011,-73.96576092713016,Entire home/apt,,30,2,0.02,1,0
,40.84975,-73.94036,Private room,,30,11,0.11,1,0
Neighborhood highlights,40.83148,-73.94525,Shared room,,30,5,0.05,2,0
Neighborhood highlights,40.72895,-73.99998,Entire home/apt,,30,4,0.04,1,0
Neighborhood highlights,40.68694,-73.97574,Private room,,30,1,0.01,1,0
,40.70759,-73.92254,Private room,,30,0,0.0,1,0
,40.71981,-73.97857,Private room,,30,1,0.01,1,0
,40.71516828819986,-73.99759238492943,Private room,,30,2,0.21,1,177
Neighborhood highlights,40.65364,-73.93177,Private room,46.0,30,22,0.23,7,147
,40.77438,-73.95366,Private room,,30,2,0.02,1,0
Neighborhood highlights,40.71634,-73.95673,Entire home/apt,170.0,30,119,1.22,2,143
Neighborhood highlights,40.71086,-73.94853,Private room,95.0,30,68,0.69,1,220
Neighborhood highlights,40.69504,-73.92197,Private room,,30,4,0.04,1,0
Neighborhood highlights,40.70524,-73.92776,Private room,,30,6,0.06,1,0
Neighborhood highlights,40.69622,-73.94665,Private room,,31,69,0.7,2,0
,40.76804,-73.92103,Private room,,30,44,0.45,1,0
,40.76333,-73.99264,Entire home/apt,130.0,31,14,0.16,239,305
Neighborhood highlights,40.71635,-73.99858,Entire home/apt,,30,34,0.35,1,322
,40.65237,-73.96553,Private room,,30,1,0.01,1,0
,40.71222,-73.95373,Private room,,30,0,0.0,1,0
,40.68998,-73.93137,Private room,,30,0,0.0,1,0
Neighborhood highlights,40.70635,-73.96788,Entire home/apt,,30,11,0.11,1,0
,40.72869,-73.9839,Private room,,30,2,0.02,2,0
Neighborhood highlights,40.6507835,-74.0072548,Private room,176.0,2,208,2.31,1,15
Neighborhood highlights,40.70212,-73.92076,Private room,,30,17,0.17,1,0
Neighborhood highlights,40.64757537841797,-73.95040130615234,Private room,165.0,30,42,0.43,3,316
,40.68751,-73.91869,Private room,60.0,30,5,0.05,1,177
Neighborhood highlights,40.72623,-73.9778,Private room,180.0,30,52,0.53,4,279
Neighborhood highlights,40.72637,-73.98367,Entire home/apt,190.0,30,127,1.3,2,335
Neighborhood highlights,40.76048,-73.96175,Entire home/apt,115.0,70,9,0.13,15,201
Neighborhood highlights,40.66643,-73.93997,Private room,,30,0,0.0,2,0
,40.74509,-74.00633,Entire home/apt,,30,3,0.03,2,0
Neighborhood highlights,40.79421,-73.93242,Private room,98.0,1,120,1.22,1,54
,40.70104,-73.93861,Shared room,,30,0,0.0,1,0
Neighborhood highlights,40.75278,-73.90137,Private room,,30,11,0.11,1,0
,40.68346,-73.9371,Private room,,30,5,0.05,1,0
Neighborhood highlights,40.68199,-73.94041,Entire home/apt,,30,3,0.03,1,0
Neighborhood highlights,40.72525,-73.98042,Entire home/apt,,30,5,0.05,1,0
Neighborhood highlights,40.81519,-73.86607,Private room,61.0,3,42,0.43,2,228
,40.67091,-73.95244,Entire home/apt,,30,18,0.2,1,0
Neighborhood highlights,40.72194,-73.94059,Entire home/apt,,30,3,0.03,1,0
,40.68606,-73.95883,Private room,,30,0,0.0,1,0
,40.84831,-73.90719,Entire home/apt,222.0,30,0,0.0,1,270
Neighborhood highlights,40.677266,-73.91565949999999,Private room,262.0,5,293,3.08,1,292
Neighborhood highlights,40.64996,-73.93706,Private room,36.0,30,140,1.42,2,354
,40.71451,-73.96099,Private room,,30,3,0.03,1,0
Neighborhood highlights,40.85253,-73.93171,Private room,,30,4,0.04,1,0
Neighborhood highlights,40.79363,-73.96871,Entire home/apt,,30,0,0.0,1,0
,40.79522,-73.94949,Entire home/apt,101.0,30,15,0.16,1,264
,40.72128,-73.94787,Private room,,30,2,0.02,1,0
,40.72632,-73.84863,Entire home/apt,,30,16,0.16,1,0
Neighborhood highlights,40.68858,-73.91384,Private room,,30,3,0.03,1,0
Neighborhood highlights,40.80251,-73.95962,Entire home/apt,,30,81,0.83,1,0
Neighborhood highlights,40.6606,-73.95549,Private room,144.0,2,68,0.69,2,107
,40.69422,-73.74881,Private room,,30,271,2.87,1,0
,40.74389,-73.99897,Entire home/apt,,30,158,1.61,1,0
Neighborhood highlights,40.69099,-73.96998,Private room,91.0,30,11,0.11,1,88
Neighborhood highlights,40.73311,-73.99372,Entire home/apt,799.0,30,7,0.07,1,275
,40.68454,-73.92534,Entire home/apt,,30,36,0.37,2,0
Neighborhood highlights,40.69098,-73.95306,Entire home/apt,,30,8,0.08,3,0
Neighborhood highlights,40.75033,-73.97099,Entire home/apt,,30,3,0.03,2,0
Neighborhood highlights,40.76048,-73.96175,Entire home/apt,144.0,30,10,0.1,15,358
Neighborhood highlights,40.85143,-73.94203,Private room,27.0,30,48,0.49,1,223
Neighborhood highlights,40.80192,-73.94931,Private room,100.0,30,6,0.06,1,270
,40.79651,-73.97318,Entire home/apt,,30,1,0.01,1,0
,40.73729,-73.95586,Entire home/apt,,30,0,0.0,1,0
Neighborhood highlights,40.71745,-73.94825,Private room,191.0,30,0,0.0,3,89
,40.8135,-73.93508,Private room,129.0,30,44,0.45,1,365
Neighborhood highlights,40.71541,-73.9544,Private room,,30,132,1.35,4,0
,40.69803,-73.84944,Private room,72.0,30,9,0.1,2,268
,40.70285,-73.91137,Private room,,30,0,0.0,1,0
Neighborhood highlights,40.67222,-73.93028,Private room,196.0,30,27,0.29,2,365
Neighborhood highlights,40.8362,-73.9117,Private room,,30,53,0.54,1,20
Neighborhood highlights,40.83451,-73.91881,Private room,,30,54,0.62,1,0
Neighborhood highlights,40.76443,-73.92119,Entire home/apt,,30,4,0.04,1,0
Neighborhood highlights,40.67222,-73.93028,Private room,50.0,30,37,0.38,2,365
Neighborhood highlights,40.75746,-73.82914,Entire home/apt,101.0,30,25,0.25,1,231
,40.71902,-73.95775,Private room,,30,1,0.01,1,0
Neighborhood highlights,40.70458,-73.92053,Private room,,30,1,0.01,1,0
Neighborhood highlights,40.77855,-73.83217,Private room,57.0,30,65,0.66,1,89
Neighborhood highlights,40.7542,-73.99554,Entire home/apt,171.0,120,74,0.75,1,364
Neighborhood highlights,40.77736,-73.90878,Private room,63.0,30,43,0.44,1,61
Neighborhood highlights,40.6162,-73.92871,Private room,48.0,30,24,0.24,1,364
Neighborhood highlights,40.778564453125,-73.95565795898438,Entire home/apt,162.0,30,24,0.26,138,319
Neighborhood highlights,40.72557,-73.97751,Private room,18.0,30,69,0.72,4,303
,40.70751,-73.95173,Entire home/apt,,30,9,0.09,1,0
,40.77155,-73.95772,Entire home/apt,,30,0,0.0,1,0
Neighborhood highlights,40.77534,-73.92728,Entire home/apt,,30,14,0.14,1,0
,40.64663,-73.96233,Private room,,30,7,0.09,1,0
Neighborhood highlights,40.70535,-73.95377,Private room,53.0,30,97,1.0,1,143
Neighborhood highlights,40.7138,-73.99013,Private room,,30,59,0.6,4,0
Neighborhood highlights,40.74572250000001,-73.9798618,Entire home/apt,523.0,31,0,0.0,1148,356
Neighborhood highlights,40.67999,-73.99898,Entire home/apt,250.0,30,322,3.29,1,117
Neighborhood highlights,40.90194,-73.84236,Private room,71.0,30,10,0.1,2,89
Neighborhood highlights,40.84622,-73.94002,Private room,,30,0,0.0,1,0
,40.69835,-73.92459,Private room,,30,1,0.01,1,0
Neighborhood highlights,40.74615,-73.97515,Entire home/apt,,120,6,0.06,1,0
Neighborhood highlights,40.76792,-73.98499,Entire home/apt,170.0,30,27,0.32,4,335
,40.73837,-73.97395,Private room,,30,9,0.09,2,0
,40.80096,-73.95526,Entire home/apt,318.0,30,49,0.5,1,363
Neighborhood highlights,40.72909,-73.98874,Private room,,30,48,0.49,1,0
Neighborhood highlights,40.6951284,-73.97102009999999,Private room,275.0,3,178,1.83,1,124
,40.74455,-73.97151,Entire home/apt,,30,16,0.16,1,0
Neighborhood highlights,40.75038,-73.97599,Entire home/apt,230.0,30,2,0.02,83,335
Neighborhood highlights,40.75009,-73.97711,Entire home/apt,450.0,30,3,0.03,83,89
,40.72815,-73.87875,Private room,45.0,30,51,0.52,2,57
Neighborhood highlights,40.71579,-73.94043,Private room,,30,5,0.06,5,0
Neighborhood highlights,40.76609,-73.9853,Private room,,30,5,0.05,1,0
Neighborhood highlights,40.74922,-73.91782,Private room,89.0,30,40,0.41,3,365
Neighborhood highlights,40.71335,-73.9924,Entire home/apt,,30,114,1.2,1,0
,40.72376,-73.98421,Private room,,30,11,0.11,1,0
Neighborhood highlights,40.67578,-73.98124,Private room,,30,7,0.07,1,0
,40.71172,-73.96206,Private room,,30,0,0.0,1,0
,40.78263,-73.97559,Entire home/apt,162.0,30,10,0.22,138,320
Neighborhood highlights,40.67396,-73.96276,Private room,,30,0,0.0,1,0
Neighborhood highlights,40.74243,-73.92457,Entire home/apt,94.0,30,34,0.36,3,144
Neighborhood highlights,40.68718,-73.90647,Private room,44.0,30,96,0.99,2,62
Neighborhood highlights,40.6783,-73.97247,Entire home/apt,,30,4,0.04,1,0
Neighborhood highlights,40.65485,-73.91699,Entire home/apt,116.0,30,644,6.62,1,350
Neighborhood highlights,40.77355,-73.94891,Entire home/apt,,30,8,0.08,1,0
,40.67107,-73.929,Private room,,30,3,0.03,1,0
Neighborhood highlights,40.72821,-73.8011,Entire home/apt,102.0,30,213,2.18,1,365
,40.717,-73.95003,Private room,95.0,30,27,0.28,8,365
Neighborhood highlights,40.71881,-73.9487,Private room,92.0,30,26,0.27,8,140
,40.71714,-73.99056,Entire home/apt,,30,0,0.0,1,0
,40.69042,-73.93488,Entire home/apt,,30,103,1.05,1,0
,40.80449,-73.94481,Entire home/apt,,30,1,0.01,1,0
Neighborhood highlights,40.72922,-73.95544,Private room,,30,7,0.07,1,0
Neighborhood highlights,40.86162,-73.86418,Entire home/apt,,30,234,2.41,1,0
Neighborhood highlights,40.75938,-73.99167,Private room,225.0,30,149,1.55,3,303
Neighborhood highlights,40.6875,-73.92182,Private room,,30,11,0.11,1,0
,40.69073,-73.96524,Entire home/apt,360.0,30,5,0.05,2,365
,40.60871,-73.91883,Entire home/apt,275.0,30,36,0.46,3,364
,40.71717,-73.94916,Private room,70.0,30,34,0.35,8,287
,40.62346,-73.96253,Entire home/apt,,30,0,0.0,1,0
Neighborhood highlights,40.6994,-73.92947,Private room,96.0,3,266,2.81,1,235
Neighborhood highlights,40.7592,-73.76271,Private room,,30,86,0.88,1,0
,40.69144,-73.99579,Private room,,30,1,0.01,1,0
Neighborhood highlights,40.71073,-73.9023,Private room,,30,61,0.63,1,0
Neighborhood highlights,40.73275,-74.00005,Entire home/apt,189.0,30,37,0.38,5,92
,40.69047,-73.95861,Entire home/apt,,30,10,0.11,1,0
Neighborhood highlights,40.78847,-73.97177,Private room,,30,14,0.14,1,0
Neighborhood highlights,40.68462,-73.95873,Entire home/apt,,30,104,1.17,1,0
,40.66773,-73.93011,Private room,,30,3,0.03,1,0
,40.69104,-73.96475,Entire home/apt,235.0,30,7,0.07,2,365
,40.71588,-73.94001,Private room,225.0,30,17,0.17,1,90
,40.78736,-73.96956,Entire home/apt,,30,0,0.0,1,0
Neighborhood highlights,40.65023,-74.01096,Private room,,30,55,0.56,2,0
Neighborhood highlights,40.69198624566628,-73.93877335672641,Entire home/apt,660.0,30,35,0.37,3,148
Neighborhood highlights,40.82312,-73.94446,Private room,,30,30,0.31,1,0
,40.779,-73.95502,Private room,,30,10,0.1,1,0
,40.76597,-73.92489,Private room,58.0,30,443,4.52,1,271
Neighborhood highlights,40.82269,-73.94491,Private room,67.0,30,20,0.21,6,244
,40.71706,-73.95035,Private room,101.0,30,4,0.04,8,356
,40.77377,-73.9884,Private room,,30,9,0.09,2,0
Neighborhood highlights,40.84594,-73.93584,Private room,,30,5,0.05,1,0
,40.7489,-73.99737,Entire home/apt,,30,5,0.07,1,0
,40.71457,-73.76101,Entire home/apt,,30,3,0.03,1,0
Neighborhood highlights,40.68524,-73.84401,Entire home/apt,,30,36,0.42,3,4
Neighborhood highlights,40.67181,-73.9526,Private room,,30,10,0.1,1,0
Neighborhood highlights,40.65915,-73.95374,Private room,114.0,2,348,4.07,1,28
Neighborhood highlights,40.6467,-73.97944,Private room,,30,5,0.05,3,0
Neighborhood highlights,40.6631,-73.99349,Entire home/apt,112.0,30,18,0.19,1,354
,40.72266,-73.95251,Entire home/apt,,30,18,0.19,1,0
Neighborhood highlights,40.75464,-73.77542,Private room,,31,208,2.14,3,0
,40.6224,-73.94407,Entire home/apt,,30,0,0.0,1,0
,40.69213,-73.93745,Private room,,30,1,0.01,1,0
Neighborhood highlights,40.72279,-73.98728,Private room,,30,36,0.37,1,0
Neighborhood highlights,40.75013,-73.9769,Hotel room,170.0,30,8,0.1,83,342
Neighborhood highlights,40.74926,-73.97643,Entire home/apt,206.0,30,4,0.04,83,365
Neighborhood highlights,40.74926,-73.97643,Entire home/apt,180.0,30,2,0.02,83,365
,40.72262,-73.93944,Private room,,30,1,0.01,1,0
,40.69291,-73.94274,Private room,,30,0,0.0,1,0
Neighborhood highlights,40.76408723158923,-73.98869945666092,Entire home/apt,274.0,30,68,0.95,2,176
,40.69109,-73.93874,Private room,,30,167,1.71,1,0
Neighborhood highlights,40.84994,-73.93646,Entire home/apt,,30,6,0.06,3,1
Neighborhood highlights,40.66032,-73.91457,Private room,,30,2,0.03,1,0
Neighborhood highlights,40.67521,-73.94838,Entire home/apt,,30,10,0.13,1,0
Neighborhood highlights,40.87553,-73.88601,Private room,,30,23,0.28,1,0
,40.69286,-73.94714,Entire home/apt,,30,8,0.08,1,0
Neighborhood highlights,40.70573,-73.92476,Private room,,30,4,0.04,1,0
Neighborhood highlights,40.74822,-73.97672,Entire home/apt,180.0,30,0,0.0,83,365
,40.68206,-73.95593,Private room,,30,5,0.05,1,0
Neighborhood highlights,40.72409,-73.93939,Entire home/apt,,30,0,0.0,1,0
Neighborhood highlights,40.68623,-73.95773,Entire home/apt,,180,9,0.1,1,179
Neighborhood highlights,40.72697,-73.95072,Entire home/apt,,30,0,0.0,1,0
Neighborhood highlights,40.6925,-73.95943,Entire home/apt,115.0,30,162,1.68,1,282
,40.68778,-73.93751,Entire home/apt,,30,7,0.1,1,0
Neighborhood highlights,40.6956,-73.92344,Private room,,30,3,0.03,2,0
Neighborhood highlights,40.75036,-73.97538,Hotel room,210.0,30,0,0.0,83,365
Neighborhood highlights,40.74844,-73.97572,Hotel room,230.0,30,1,0.01,83,365
Neighborhood highlights,40.74848,-73.97545,Hotel room,210.0,30,16,0.18,83,355
Neighborhood highlights,40.74884,-73.97756,Hotel room,210.0,30,3,0.06,83,365
Neighborhood highlights,40.90328,-73.84243,Entire home/apt,108.0,30,62,0.64,2,179
Neighborhood highlights,40.74861,-73.97793,Hotel room,230.0,30,2,0.02,83,365
Neighborhood highlights,40.8057,-73.95026,Private room,86.0,28,92,0.95,3,335
,40.79563,-73.93507,Private room,,30,1,0.01,1,0
,40.74108123779297,-73.97927856445312,Entire home/apt,202.0,30,15,0.16,138,306
,40.72959,-73.99964,Entire home/apt,,80,16,0.17,1,0
Neighborhood highlights,40.67843,-73.91302,Entire home/apt,,30,167,1.72,1,0
Neighborhood highlights,40.86441,-73.84284,Private room,58.0,30,54,0.56,1,160
,40.75968,-73.9609,Entire home/apt,100.0,60,8,0.09,15,286
,40.71932,-73.96455,Private room,,30,1,0.01,1,0
Neighborhood highlights,40.71814,-73.99627,Private room,,30,0,0.0,1,0
,40.82218,-73.94561,Private room,35.0,30,7,0.07,7,270
,40.71209,-73.94748,Private room,,30,1,0.01,1,0
Neighborhood highlights,40.72743,-74.00232,Entire home/apt,,30,110,1.14,1,0
,40.75848,-73.98984,Private room,,30,0,0.0,1,0
Neighborhood highlights,40.74993,-73.97555,Hotel room,,30,0,0.0,83,364
Neighborhood highlights,40.74838,-73.97574,Entire home/apt,210.0,30,5,0.06,83,365
Neighborhood highlights,40.7501,-73.97743,Hotel room,210.0,30,2,0.02,83,365
Neighborhood highlights,40.75011,-73.97725,Hotel room,,30,4,0.04,83,364
,40.71445,-73.94506,Private room,,30,0,0.0,1,0
Neighborhood highlights,40.71705,-73.95376,Private room,,30,46,0.47,4,0
Neighborhood highlights,40.70625,-73.91486,Entire home/apt,125.0,30,14,0.15,1,76
,40.69844,-73.92951,Private room,,30,2,0.02,1,0
Neighborhood highlights,40.80386,-73.95043,Entire home/apt,150.0,30,10,0.11,3,243
Neighborhood highlights,40.70003,-73.9255,Entire home/apt,,30,2,0.02,1,0
Neighborhood highlights,40.76288,-73.94785,Private room,118.0,30,65,0.67,2,276
Neighborhood highlights,40.73207,-73.99566,Entire home/apt,,30,5,0.05,1,0
Neighborhood highlights,40.76178,-73.96573,Entire home/apt,459.0,2,466,4.87,1,103
Neighborhood highlights,40.65507,-73.9152,Entire home/apt,145.0,30,36,0.38,2,364
Neighborhood highlights,40.80553,-73.94815,Entire home/apt,130.0,30,13,0.15,3,123
,40.80756,-73.92264,Entire home/apt,,30,180,1.86,1,0
Neighborhood highlights,40.774004038203,-73.92474589948257,Private room,294.0,4,124,1.31,1,81
Neighborhood highlights,40.70924758911133,-73.95807647705078,Entire home/apt,500.0,30,7,0.07,1,275
Neighborhood highlights,40.68436,-73.95752,Private room,,30,21,0.23,1,0
Neighborhood highlights,40.75558,-73.82729,Entire home/apt,143.0,30,20,0.52,1,180
,40.67495,-73.9633,Entire home/apt,,30,9,0.26,1,0
,40.68934,-73.96923,Private room,,30,0,0.0,1,0
Neighborhood highlights,40.71719,-73.94198,Private room,,30,28,0.29,2,0
,40.73798,-73.98559,Entire home/apt,,30,0,0.0,1,0
Neighborhood highlights,40.6938,-73.98171,Private room,,30,6,0.06,1,0
Neighborhood highlights,40.81045,-73.95335,Private room,262.0,30,0,0.0,1,365
Neighborhood highlights,40.73557,-73.99327,Private room,,30,9,0.09,1,0
Neighborhood highlights,40.74752,-73.94952,Private room,148.0,7,84,0.93,1,38
Neighborhood highlights,40.69263,-73.96994,Entire home/apt,515.0,30,149,1.64,1,178
Neighborhood highlights,40.78002,-73.94979,Private room,,90,5,0.05,1,0
Neighborhood highlights,40.69584,-73.96653,Private room,,30,48,0.49,2,0
,40.76856,-73.98471,Entire home/apt,,30,1,0.01,1,0
Neighborhood highlights,40.67928,-73.94756,Entire home/apt,,30,7,0.08,1,0
,40.76391,-73.82625,Entire home/apt,,30,23,0.24,1,0
Neighborhood highlights,40.79659,-73.93477,Private room,,30,3,0.03,1,0
Neighborhood highlights,40.77118,-73.95842,Entire home/apt,210.0,30,3,0.03,165,327
Neighborhood highlights,40.7102,-73.90917,Entire home/apt,,30,2,0.02,1,0
,40.64246,-73.97914,Private room,,30,1,0.01,1,0
Neighborhood highlights,40.80746,-73.9388,Private room,,30,17,0.18,2,0
,40.71449,-73.94119,Entire home/apt,,30,12,0.15,2,0
,40.76319,-73.96184,Entire home/apt,,30,1,0.01,1,0
,40.74729,-74.00339,Private room,,30,2,0.02,1,0
Neighborhood highlights,40.807,-73.9645,Entire home/apt,,30,1,0.01,2,0
,40.77895,-73.91299,Private room,,30,0,0.0,1,0
Neighborhood highlights,40.68575,-73.95739,Private room,,30,10,0.1,2,0
Neighborhood highlights,40.82046,-73.94337,Entire home/apt,,30,32,0.36,1,0
Neighborhood highlights,40.70587,-73.91381,Entire home/apt,,30,9,0.09,1,0
Neighborhood highlights,40.68548,-73.95144,Entire home/apt,,31,116,1.21,1,0
Neighborhood highlights,40.80467,-73.95018,Entire home/apt,99.0,30,25,0.28,3,274
Neighborhood highlights,40.73700158699657,-73.90426224640633,Entire home/apt,108.0,30,344,3.59,1,193
Neighborhood highlights,40.66972,-73.99117,Entire home/apt,105.0,30,45,0.47,2,240
Neighborhood highlights,40.72336,-73.99476,Entire home/apt,200.0,30,11,0.13,1,59
Neighborhood highlights,40.7281,-73.97832,Private room,77.0,30,167,1.71,1,330
,40.75868,-73.83142,Private room,,30,1,0.01,1,0
,40.75421,-73.96831,Entire home/apt,,30,34,0.35,1,0
Neighborhood highlights,40.75374,-73.9968,Entire home/apt,200.0,30,69,0.71,5,287
,40.77264,-73.95727,Entire home/apt,,30,0,0.0,1,0
Neighborhood highlights,40.64364,-73.96483,Private room,68.0,30,22,0.23,1,87
Neighborhood highlights,40.74191,-73.9092,Entire home/apt,98.0,30,183,1.93,3,111
Neighborhood highlights,40.79884,-73.9715,Private room,,30,0,0.0,1,0
,40.74531,-74.00176,Entire home/apt,,30,7,0.07,1,0
Neighborhood highlights,40.72125,-73.98938,Entire home/apt,,30,8,0.09,1,32
,40.71812,-74.01439,Entire home/apt,,30,1,0.01,1,0
,40.75015,-73.97687,Entire home/apt,,30,44,0.48,1,0
Neighborhood highlights,40.72548,-73.94455,Entire home/apt,,30,2,0.02,1,0
Neighborhood highlights,40.7549,-73.8198,Private room,45.0,30,52,0.54,2,313
Neighborhood highlights,40.6998,-73.90908,Private room,61.0,30,313,3.23,9,266
Neighborhood highlights,40.694,-73.9313,Entire home/apt,,30,5,0.05,1,0
Neighborhood highlights,40.65328,-73.94505,Private room,50.0,30,18,0.19,3,38
,40.72966,-73.98433,Private room,,30,1,0.01,1,0
Neighborhood highlights,40.67057729195178,-73.77408593682817,Private room,,30,75,0.78,1,0
Neighborhood highlights,40.71517,-73.95557,Private room,,30,185,1.92,2,0
Neighborhood highlights,40.71970857380125,-73.98145233531534,Private room,180.0,2,138,1.43,1,100
,40.81046,-73.93764,Entire home/apt,,30,0,0.0,1,0
,40.71624,-73.94329,Private room,,30,27,0.28,2,0
Neighborhood highlights,40.70409,-73.73731,Entire home/apt,,30,196,2.03,1,0
Neighborhood highlights,40.73083,-73.98262,Entire home/apt,,30,41,0.43,2,0
Neighborhood highlights,40.73698,-73.97958,Private room,,30,92,0.96,1,0
Neighborhood highlights,40.7854265,-73.9722245,Private room,395.0,7,123,1.28,1,192
Neighborhood highlights,40.6833,-73.9791,Private room,,90,60,0.63,1,0
Neighborhood highlights,40.82502,-73.86046,Private room,47.0,30,59,0.62,2,213
,40.76922,-73.98605,Entire home/apt,,30,0,0.0,1,0
Neighborhood highlights,40.66379,-73.94918,Private room,65.0,30,32,0.33,1,110
,40.71455,-73.96276,Entire home/apt,,30,2,0.02,1,0
,40.75869,-73.91376,Private room,,30,0,0.0,1,0
,40.73052,-73.98584,Entire home/apt,360.0,30,5,0.08,1,240
